group,subject,action,ann_start,ann_end,imu_start,imu_end,imu_ok,csv_path
subject4,subject4,waving_hand,2021-11-19 13:24:01.367,2021-11-19 13:24:04.848,2021-11-19 13:24:01.372,2021-11-19 13:24:04.845,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/waving_hand/person4.subject4.waving_hand.csv
subject4,subject4,using_phone,2021-11-19 13:24:10.456,2021-11-19 13:24:16.344,2021-11-19 13:24:10.457,2021-11-19 13:24:16.338,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/using_phone/person4.subject4.using_phone.csv
subject4,subject4,talking_on_phone,2021-11-19 13:24:34.863,2021-11-19 13:24:39.679,2021-11-19 13:24:34.866,2021-11-19 13:24:39.672,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/talking_on_phone/person4.subject4.talking_on_phone.csv
subject4,subject4,kicking,2021-11-19 13:24:46.128,2021-11-19 13:24:47.321,2021-11-19 13:24:46.130,2021-11-19 13:24:47.315,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/kicking/person4.subject4.kicking.csv
subject4,subject4,pointing,2021-11-19 13:24:54.735,2021-11-19 13:24:58.713,2021-11-19 13:24:54.738,2021-11-19 13:24:58.708,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/pointing/person4.subject4.pointing.csv
subject4,subject4,throwing,2021-11-19 13:25:03.671,2021-11-19 13:25:05.496,2021-11-19 13:25:03.674,2021-11-19 13:25:05.494,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/throwing/person4.subject4.throwing.csv
subject4,subject4,jumping,2021-11-19 13:25:17.823,2021-11-19 13:25:19.201,2021-11-19 13:25:17.823,2021-11-19 13:25:19.197,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/jumping/person4.subject4.jumping.csv
subject4,subject4,setting_down,2021-11-19 13:25:31.823,2021-11-19 13:25:36.240,2021-11-19 13:25:31.824,2021-11-19 13:25:36.232,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/setting_down/person4.subject4.setting_down.csv
subject4,subject4,talking,2021-11-19 13:25:46.559,2021-11-19 13:25:52.335,2021-11-19 13:25:46.561,2021-11-19 13:25:52.333,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/talking/person4.subject4.talking.csv
subject4,subject4,carrying_heavy,2021-11-19 13:26:26.687,2021-11-19 13:26:31.032,2021-11-19 13:26:26.692,2021-11-19 13:26:31.031,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/carrying_heavy/person4.subject4.carrying_heavy.csv
subject4,subject4,loitering,2021-11-19 13:26:50.391,2021-11-19 13:26:55.865,2021-11-19 13:26:50.395,2021-11-19 13:26:55.858,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/loitering/person4.subject4.loitering.csv
subject4,subject4,transferring_object,2021-11-19 13:27:30.296,2021-11-19 13:27:34.567,2021-11-19 13:27:30.297,2021-11-19 13:27:34.566,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/transferring_object/person4.subject4.transferring_object.csv
subject4,subject4,picking_up,2021-11-19 13:28:02.463,2021-11-19 13:28:04.064,2021-11-19 13:28:02.467,2021-11-19 13:28:04.059,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/picking_up/person4.subject4.picking_up.csv
subject4,subject4,fall,2021-11-19 13:28:11.967,2021-11-19 13:28:16.728,2021-11-19 13:28:11.970,2021-11-19 13:28:16.727,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/fall/person4.subject4.fall.csv
subject4_11_12,subject11,standing,2021-11-19 15:54:46.545,2021-11-19 15:54:52.345,2021-11-19 15:59:14.568,2021-11-19 15:59:18.445,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/standing/person4_11_12.subject11.standing.csv
subject4_11_12,subject11,crouching,2021-11-19 15:55:04.937,2021-11-19 15:55:09.137,2021-11-19 15:59:26.551,2021-11-19 15:59:32.462,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/crouching/person4_11_12.subject11.crouching.csv
subject4_11_12,subject11,walking,2021-11-19 15:55:21.921,2021-11-19 15:55:25.401,2021-11-19 15:59:43.377,2021-11-19 15:59:51.020,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/walking/person4_11_12.subject11.walking.csv
subject4_11_12,subject11,running,2021-11-19 15:55:38.114,2021-11-19 15:55:42.969,2021-11-19 16:00:00.133,2021-11-19 16:00:07.756,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/running/person4_11_12.subject11.running.csv
subject4_11_12,subject11,checking_time,2021-11-19 15:55:55.353,2021-11-19 15:55:59.769,2021-11-19 16:00:14.905,2021-11-19 16:00:28.469,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/checking_time/person4_11_12.subject11.checking_time.csv
subject4_11_12,subject11,waving_hand,2021-11-19 15:56:14.537,2021-11-19 15:56:17.693,2021-11-19 15:54:41.671,2021-11-19 15:54:50.008,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/waving_hand/person4_11_12.subject11.waving_hand.csv
subject4_11_12,subject11,using_phone,2021-11-19 15:56:30.129,2021-11-19 15:56:35.497,2021-11-19 15:54:59.937,2021-11-19 15:55:07.358,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/using_phone/person4_11_12.subject11.using_phone.csv
subject4_11_12,subject11,talking_on_phone,2021-11-19 15:56:48.558,2021-11-19 15:56:53.682,2021-11-19 15:55:17.579,2021-11-19 15:55:23.570,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/talking_on_phone/person4_11_12.subject11.talking_on_phone.csv
subject4_11_12,subject11,kicking,2021-11-19 15:57:09.377,2021-11-19 15:57:15.057,2021-11-19 15:55:31.877,2021-11-19 15:55:34.677,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/kicking/person4_11_12.subject11.kicking.csv
subject4_11_12,subject11,pointing,2021-11-19 15:57:34.546,2021-11-19 15:57:38.201,2021-11-19 15:55:45.280,2021-11-19 15:55:51.654,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/pointing/person4_11_12.subject11.pointing.csv
subject4_11_12,subject11,throwing,2021-11-19 15:57:52.609,2021-11-19 15:57:57.545,2021-11-19 15:56:04.050,2021-11-19 15:56:10.384,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/throwing/person4_11_12.subject11.throwing.csv
subject4_11_12,subject11,jumping,2021-11-19 15:58:11.057,2021-11-19 15:58:16.081,2021-11-19 15:56:23.746,2021-11-19 15:56:25.347,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/jumping/person4_11_12.subject11.jumping.csv
subject4_11_12,subject11,setting_down,2021-11-19 15:58:32.241,2021-11-19 15:58:37.714,2021-11-19 15:56:34.732,2021-11-19 15:56:38.256,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/setting_down/person4_11_12.subject11.setting_down.csv
subject4_11_12,subject11,talking,2021-11-19 15:58:56.949,2021-11-19 15:59:04.889,2021-11-19 15:56:54.338,2021-11-19 15:57:00.480,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/talking/person4_11_12.subject11.talking.csv
subject4_11_12,subject11,carrying_heavy,2021-11-19 15:59:38.084,2021-11-19 15:59:46.625,2021-11-19 15:57:21.586,2021-11-19 15:57:26.641,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/carrying_heavy/person4_11_12.subject11.carrying_heavy.csv
subject4_11_12,subject11,loitering,2021-11-19 16:00:25.681,2021-11-19 16:00:31.425,2021-11-19 15:57:41.514,2021-11-19 15:57:49.539,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/loitering/person4_11_12.subject11.loitering.csv
subject4_11_12,subject11,transferring_object,2021-11-19 16:01:03.121,2021-11-19 16:01:11.905,2021-11-19 15:58:21.047,2021-11-19 15:58:28.116,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/transferring_object/person4_11_12.subject11.transferring_object.csv
subject4_11_12,subject11,picking_up,2021-11-19 16:01:44.593,2021-11-19 16:01:48.505,2021-11-19 15:58:45.909,2021-11-19 15:58:49.363,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/picking_up/person4_11_12.subject11.picking_up.csv
subject4_11_12,subject11,fall,2021-11-19 16:02:05.018,2021-11-19 16:02:07.970,2021-11-19 15:59:00.359,2021-11-19 15:59:03.088,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject11/fall/person4_11_12.subject11.fall.csv
subject4_11_12,subject12,standing,2021-11-19 15:54:55.467,2021-11-19 15:55:00.661,2021-11-19 15:59:14.572,2021-11-19 15:59:18.444,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/standing/person4_11_12.subject12.standing.csv
subject4_11_12,subject12,crouching,2021-11-19 15:55:12.858,2021-11-19 15:55:17.009,2021-11-19 15:59:26.549,2021-11-19 15:59:32.462,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/crouching/person4_11_12.subject12.crouching.csv
subject4_11_12,subject12,walking,2021-11-19 15:55:28.586,2021-11-19 15:55:33.289,2021-11-19 15:59:43.372,2021-11-19 15:59:51.015,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/walking/person4_11_12.subject12.walking.csv
subject4_11_12,subject12,running,2021-11-19 15:55:46.201,2021-11-19 15:55:51.418,2021-11-19 16:00:00.125,2021-11-19 16:00:07.747,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/running/person4_11_12.subject12.running.csv
subject4_11_12,subject12,checking_time,2021-11-19 15:56:05.769,2021-11-19 15:56:08.873,2021-11-19 16:00:14.907,2021-11-19 16:00:28.462,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/checking_time/person4_11_12.subject12.checking_time.csv
subject4_11_12,subject12,waving_hand,2021-11-19 15:56:21.593,2021-11-19 15:56:26.377,2021-11-19 15:54:41.664,2021-11-19 15:54:50.000,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/waving_hand/person4_11_12.subject12.waving_hand.csv
subject4_11_12,subject12,using_phone,2021-11-19 15:56:39.257,2021-11-19 15:56:44.537,2021-11-19 15:54:59.935,2021-11-19 15:55:07.357,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/using_phone/person4_11_12.subject12.using_phone.csv
subject4_11_12,subject12,talking_on_phone,2021-11-19 15:57:01.233,2021-11-19 15:57:04.360,2021-11-19 15:55:17.583,2021-11-19 15:55:23.567,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/talking_on_phone/person4_11_12.subject12.talking_on_phone.csv
subject4_11_12,subject12,kicking,2021-11-19 15:57:19.385,2021-11-19 15:57:28.642,2021-11-19 15:55:31.883,2021-11-19 15:55:34.678,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/kicking/person4_11_12.subject12.kicking.csv
subject4_11_12,subject12,pointing,2021-11-19 15:57:45.169,2021-11-19 15:57:47.153,2021-11-19 15:55:45.277,2021-11-19 15:55:51.653,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/pointing/person4_11_12.subject12.pointing.csv
subject4_11_12,subject12,throwing,2021-11-19 15:58:02.859,2021-11-19 15:58:06.881,2021-11-19 15:56:04.052,2021-11-19 15:56:10.387,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/throwing/person4_11_12.subject12.throwing.csv
subject4_11_12,subject12,jumping,2021-11-19 15:58:23.120,2021-11-19 15:58:26.330,2021-11-19 15:56:23.741,2021-11-19 15:56:25.350,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/jumping/person4_11_12.subject12.jumping.csv
subject4_11_12,subject12,setting_down,2021-11-19 15:58:46.538,2021-11-19 15:58:53.194,2021-11-19 15:56:34.733,2021-11-19 15:56:38.262,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/setting_down/person4_11_12.subject12.setting_down.csv
subject4_11_12,subject12,talking,2021-11-19 15:59:10.497,2021-11-19 15:59:18.089,2021-11-19 15:56:54.342,2021-11-19 15:57:00.476,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/talking/person4_11_12.subject12.talking.csv
subject4_11_12,subject12,carrying_heavy,2021-11-19 16:00:04.904,2021-11-19 16:00:11.097,2021-11-19 15:57:21.584,2021-11-19 15:57:26.632,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/carrying_heavy/person4_11_12.subject12.carrying_heavy.csv
subject4_11_12,subject12,loitering,2021-11-19 16:00:36.153,2021-11-19 16:00:45.084,2021-11-19 15:57:41.515,2021-11-19 15:57:49.540,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/loitering/person4_11_12.subject12.loitering.csv
subject4_11_12,subject12,transferring_object,2021-11-19 16:01:24.553,2021-11-19 16:01:30.250,2021-11-19 15:58:21.045,2021-11-19 15:58:28.124,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/transferring_object/person4_11_12.subject12.transferring_object.csv
subject4_11_12,subject12,picking_up,2021-11-19 16:01:51.370,2021-11-19 16:01:58.609,2021-11-19 15:58:45.903,2021-11-19 15:58:49.362,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/picking_up/person4_11_12.subject12.picking_up.csv
subject4_11_12,subject12,fall,2021-11-19 16:02:10.953,2021-11-19 16:02:15.720,2021-11-19 15:59:00.354,2021-11-19 15:59:03.089,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject12/fall/person4_11_12.subject12.fall.csv
subject4_11_12,subject4,waving_hand,2021-11-19 15:54:41.663,2021-11-19 15:54:50.009,2021-11-19 15:54:41.663,2021-11-19 15:54:50.003,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/waving_hand/person4_11_12.subject4.waving_hand.csv
subject4_11_12,subject4,using_phone,2021-11-19 15:54:59.934,2021-11-19 15:55:07.364,2021-11-19 15:54:59.935,2021-11-19 15:55:07.359,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/using_phone/person4_11_12.subject4.using_phone.csv
subject4_11_12,subject4,talking_on_phone,2021-11-19 15:55:17.577,2021-11-19 15:55:23.573,2021-11-19 15:55:17.580,2021-11-19 15:55:23.571,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/talking_on_phone/person4_11_12.subject4.talking_on_phone.csv
subject4_11_12,subject4,kicking,2021-11-19 15:55:31.876,2021-11-19 15:55:34.685,2021-11-19 15:55:31.881,2021-11-19 15:55:34.678,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/kicking/person4_11_12.subject4.kicking.csv
subject4_11_12,subject4,pointing,2021-11-19 15:55:45.272,2021-11-19 15:55:51.655,2021-11-19 15:55:45.277,2021-11-19 15:55:51.646,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/pointing/person4_11_12.subject4.pointing.csv
subject4_11_12,subject4,throwing,2021-11-19 15:56:04.044,2021-11-19 15:56:10.393,2021-11-19 15:56:04.046,2021-11-19 15:56:10.386,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/throwing/person4_11_12.subject4.throwing.csv
subject4_11_12,subject4,jumping,2021-11-19 15:56:23.737,2021-11-19 15:56:25.352,2021-11-19 15:56:23.742,2021-11-19 15:56:25.344,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/jumping/person4_11_12.subject4.jumping.csv
subject4_11_12,subject4,setting_down,2021-11-19 15:56:34.725,2021-11-19 15:56:38.264,2021-11-19 15:56:34.729,2021-11-19 15:56:38.262,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/setting_down/person4_11_12.subject4.setting_down.csv
subject4_11_12,subject4,talking,2021-11-19 15:56:54.333,2021-11-19 15:57:00.483,2021-11-19 15:56:54.335,2021-11-19 15:57:00.475,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/talking/person4_11_12.subject4.talking.csv
subject4_11_12,subject4,carrying_heavy,2021-11-19 15:57:21.580,2021-11-19 15:57:26.641,2021-11-19 15:57:21.584,2021-11-19 15:57:26.640,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/carrying_heavy/person4_11_12.subject4.carrying_heavy.csv
subject4_11_12,subject4,loitering,2021-11-19 15:57:41.511,2021-11-19 15:57:49.545,2021-11-19 15:57:41.518,2021-11-19 15:57:49.540,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/loitering/person4_11_12.subject4.loitering.csv
subject4_11_12,subject4,transferring_object,2021-11-19 15:58:21.041,2021-11-19 15:58:28.125,2021-11-19 15:58:21.049,2021-11-19 15:58:28.125,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/transferring_object/person4_11_12.subject4.transferring_object.csv
subject4_11_12,subject4,picking_up,2021-11-19 15:58:45.903,2021-11-19 15:58:49.368,2021-11-19 15:58:45.910,2021-11-19 15:58:49.363,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/picking_up/person4_11_12.subject4.picking_up.csv
subject4_11_12,subject4,fall,2021-11-19 15:59:00.353,2021-11-19 15:59:03.090,2021-11-19 15:59:00.360,2021-11-19 15:59:03.087,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/fall/person4_11_12.subject4.fall.csv
subject4_11_12,subject4,standing,2021-11-19 15:59:14.563,2021-11-19 15:59:18.452,2021-11-19 15:59:14.572,2021-11-19 15:59:18.444,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/standing/person4_11_12.subject4.standing.csv
subject4_11_12,subject4,crouching,2021-11-19 15:59:26.549,2021-11-19 15:59:32.468,2021-11-19 15:59:26.555,2021-11-19 15:59:32.467,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/crouching/person4_11_12.subject4.crouching.csv
subject4_11_12,subject4,walking,2021-11-19 15:59:43.372,2021-11-19 15:59:51.024,2021-11-19 15:59:43.374,2021-11-19 15:59:51.018,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/walking/person4_11_12.subject4.walking.csv
subject4_11_12,subject4,running,2021-11-19 16:00:00.124,2021-11-19 16:00:07.757,2021-11-19 16:00:00.124,2021-11-19 16:00:07.748,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/running/person4_11_12.subject4.running.csv
subject4_11_12,subject4,checking_time,2021-11-19 16:00:14.902,2021-11-19 16:00:28.470,2021-11-19 16:00:14.903,2021-11-19 16:00:28.468,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person4_11_12/subject4/checking_time/person4_11_12.subject4.checking_time.csv
subject5,subject5,standing,2021-11-19 13:32:48.575,2021-11-19 13:32:52.798,2021-11-19 13:32:48.575,2021-11-19 13:32:52.794,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/standing/person5.subject5.standing.csv
subject5,subject5,crouching,2021-11-19 13:32:59.066,2021-11-19 13:33:02.417,2021-11-19 13:32:59.073,2021-11-19 13:33:02.416,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/crouching/person5.subject5.crouching.csv
subject5,subject5,walking,2021-11-19 13:33:08.131,2021-11-19 13:33:12.668,2021-11-19 13:33:08.138,2021-11-19 13:33:12.666,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/walking/person5.subject5.walking.csv
subject5,subject5,running,2021-11-19 13:33:17.758,2021-11-19 13:33:21.954,2021-11-19 13:33:17.760,2021-11-19 13:33:21.950,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/running/person5.subject5.running.csv
subject5,subject5,checking_time,2021-11-19 13:33:27.201,2021-11-19 13:33:30.919,2021-11-19 13:33:27.204,2021-11-19 13:33:30.915,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/checking_time/person5.subject5.checking_time.csv
subject5,subject5,waving_hand,2021-11-19 13:33:35.701,2021-11-19 13:33:39.427,2021-11-19 13:33:35.702,2021-11-19 13:33:39.423,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/waving_hand/person5.subject5.waving_hand.csv
subject5,subject5,using_phone,2021-11-19 13:33:46.229,2021-11-19 13:33:50.259,2021-11-19 13:33:46.230,2021-11-19 13:33:50.250,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/using_phone/person5.subject5.using_phone.csv
subject5,subject5,talking_on_phone,2021-11-19 13:33:57.069,2021-11-19 13:34:01.562,2021-11-19 13:33:57.076,2021-11-19 13:34:01.554,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/talking_on_phone/person5.subject5.talking_on_phone.csv
subject5,subject5,kicking,2021-11-19 13:34:14.264,2021-11-19 13:34:15.400,2021-11-19 13:34:14.271,2021-11-19 13:34:15.396,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/kicking/person5.subject5.kicking.csv
subject5,subject5,pointing,2021-11-19 13:34:25.855,2021-11-19 13:34:28.856,2021-11-19 13:34:25.864,2021-11-19 13:34:28.849,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/pointing/person5.subject5.pointing.csv
subject5,subject5,throwing,2021-11-19 13:34:35.573,2021-11-19 13:34:36.700,2021-11-19 13:34:35.576,2021-11-19 13:34:36.700,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/throwing/person5.subject5.throwing.csv
subject5,subject5,jumping,2021-11-19 13:34:43.534,2021-11-19 13:34:44.718,2021-11-19 13:34:43.537,2021-11-19 13:34:44.711,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/jumping/person5.subject5.jumping.csv
subject5,subject5,setting_down,2021-11-19 13:34:54.743,2021-11-19 13:34:58.005,2021-11-19 13:34:54.751,2021-11-19 13:34:58.005,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/setting_down/person5.subject5.setting_down.csv
subject5,subject5,talking,2021-11-19 13:35:07.538,2021-11-19 13:35:13.703,2021-11-19 13:35:07.538,2021-11-19 13:35:13.698,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/talking/person5.subject5.talking.csv
subject5,subject5,carrying_heavy,2021-11-19 13:35:43.944,2021-11-19 13:35:48.298,2021-11-19 13:35:43.949,2021-11-19 13:35:48.297,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/carrying_heavy/person5.subject5.carrying_heavy.csv
subject5,subject5,loitering,2021-11-19 13:36:11.667,2021-11-19 13:36:16.356,2021-11-19 13:36:11.672,2021-11-19 13:36:16.349,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/loitering/person5.subject5.loitering.csv
subject5,subject5,transferring_object,2021-11-19 13:36:48.645,2021-11-19 13:36:52.040,2021-11-19 13:36:48.650,2021-11-19 13:36:52.033,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/transferring_object/person5.subject5.transferring_object.csv
subject5,subject5,picking_up,2021-11-19 13:37:14.189,2021-11-19 13:37:17.308,2021-11-19 13:37:14.194,2021-11-19 13:37:17.299,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/picking_up/person5.subject5.picking_up.csv
subject5,subject5,fall,2021-11-19 13:37:26.510,2021-11-19 13:37:30.189,2021-11-19 13:37:26.513,2021-11-19 13:37:30.185,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person5/subject5/fall/person5.subject5.fall.csv
subject6,subject6,standing,2021-11-19 13:40:17.743,2021-11-19 13:40:20.302,2021-11-19 13:40:17.748,2021-11-19 13:40:20.295,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/standing/person6.subject6.standing.csv
subject6,subject6,crouching,2021-11-19 13:40:35.703,2021-11-19 13:40:38.967,2021-11-19 13:40:35.710,2021-11-19 13:40:38.964,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/crouching/person6.subject6.crouching.csv
subject6,subject6,walking,2021-11-19 13:40:52.183,2021-11-19 13:40:54.655,2021-11-19 13:40:52.189,2021-11-19 13:40:54.647,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/walking/person6.subject6.walking.csv
subject6,subject6,running,2021-11-19 13:41:04.374,2021-11-19 13:41:06.576,2021-11-19 13:41:04.379,2021-11-19 13:41:06.569,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/running/person6.subject6.running.csv
